kb_model,location,roi_height,roi_width,angle,description
03B01M004-B01,R461,205,96,0,CHIP RES 1K B 1/16W 0402 THIN TC
03B01M004-B01,R3346,205,96,90,CHIP RES 200 F 1/16W 0402
03B01M004-B01,R901,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3380,205,96,0,CHIP RES 51.1 F 1/16W 0402
03B01M004-B01,R1202,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R787,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2849,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R277,205,96,90,CHIP RES 10 F 1/16W 0402
03B01M004-B01,R577,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R1285,205,96,90,CHIP RES 1.5K F 1/16W 0402
03B01M004-B01,R962,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2231,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R818,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1092,205,96,90,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-B01,R616,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R961,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R121,205,96,0,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R1022,205,96,90,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-B01,R3360,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R2084,205,96,90,CHIP RES 10 F 1/16W 0402
03B01M004-B01,R363,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2953,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R2764,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R500,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1567,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1250,205,96,90,CHIP RES 2.7K F 1/16W 0402
03B01M004-B01,R3278,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R1665,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R276,205,96,90,CHIP RES 10 F 1/16W 0402
03B01M004-B01,R992,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R574,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R369,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1643,205,96,90,CHIP RESISTOR 22OHM F 1/16W 0402
03B01M004-B01,R56,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R894,205,96,90,CHIP RES 75 F 1/16W 0402
03B01M004-B01,R2762,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1033,205,96,0,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R3363,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1053,205,96,90,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R3291,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2229,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R558,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1585,205,96,0,CHIP RES 47K F 1/16W 0402
03B01M004-B01,R511,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1016,205,96,90,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-B01,R410,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R2982,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R795,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-B01,R1860,205,96,90,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R915,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1980,205,96,90,CHIP RES 5.36K F 1/16W 0402
03B01M004-B01,R1251,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R1,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1243,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R789,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R2680,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R9,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R359,205,96,90,CHIP RES 75 F 1/16W 0402
03B01M004-B01,R2043,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R893,205,96,90,CHIP RES 75 F 1/16W 0402
03B01M004-B01,R13,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R2254,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R3365,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R936,205,96,0,CHIP RES 118K F 1/16W 0402
03B01M004-B01,R501,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R584,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R892,205,96,90,CHIP RES 75 F 1/16W 0402
03B01M004-B01,R559,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1008,205,96,0,CHIP RES 150 F 1/16W 0402
03B01M004-B01,R104,205,96,90,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R437,205,96,90,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R1054,205,96,0,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R1666,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R3252,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2981,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2851,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R356,205,96,0,CHIP RES 75 F 1/16W 0402
03B01M004-B01,R1230,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1542,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2195,205,96,0,CHIP RES 1.47K F 1/16W 0402
03B01M004-B01,R906,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R198,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R3253,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1057,205,96,90,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R39,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R512,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3379,205,96,90,CHIP RES 200 F 1/16W 0402
03B01M004-B01,R618,205,96,90,CHIP RES 150 F 1/16W 0402
03B01M004-B01,R911,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2251,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R80,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R3302,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2050,205,96,0,CHIP RES 1.5K F 1/16W 0402
03B01M004-B01,R3262,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R993,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R3301,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3345,205,96,0,CHIP RES 200 F 1/16W 0402
03B01M004-B01,R1311,205,96,90,CHIP RES 1.5K F 1/16W 0402
03B01M004-B01,R195,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R1085,205,96,90,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-B01,R228,205,96,0,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R2679,205,96,90,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R2042,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2397,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1298,205,96,0,CHIP RES 1.5K F 1/16W 0402
03B01M004-B01,R2398,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R92,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R2718,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R72,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R1531,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1475,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R201,205,96,0,CHIP RES 90.9 F 1/16W 0402
03B01M004-B01,R1061,205,96,90,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R1579,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R391,205,96,0,CHIP RES 150 F 1/16W 0402
03B01M004-B01,R592,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2761,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2255,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R412,205,96,90,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R31,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2659,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1023,205,96,90,CHIP RES 60.4OHM B 1/16W 0402 TH
03B01M004-B01,R1154,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R280,205,96,90,CHIP RES 240 F 1/16W 0402
03B01M004-B01,R1076,205,96,0,CHIP RES 2.7K F 1/16W 0402
03B01M004-B01,R214,205,96,90,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R2634,205,96,0,CHIP RES 402 1/16W F 0402
03B01M004-B01,R1401,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2401,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R318,205,96,90,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R1004,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R393,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2763,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2226,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R2402,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R910,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2400,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R925,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R10,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1193,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2775,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R506,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R199,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R2463,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R3045,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2858,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2948,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R891,205,96,90,CHIP RES 75 F 1/16W 0402
03B01M004-B01,R2515,205,96,0,CHIP RES 402 1/16W F 0402
03B01M004-B01,R913,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R635,205,96,0,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-B01,R1421,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3021,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3047,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2722,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2645,205,96,90,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R665,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R682,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-B01,R937,205,96,0,CHIP RES 29.4K F 1/16W 0402
03B01M004-B01,R107,205,96,90,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R2528,205,96,0,CHIP RES 22.6K F 1/16W 0402
03B01M004-B01,R1283,205,96,0,CHIP RES 10 F 1/16W 0402
03B01M004-B01,R120,205,96,0,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R1595,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R12,205,96,90,CHIP RES 20K F 1/16W 0402
03B01M004-B01,R78,205,96,0,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R1063,205,96,90,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R1087,205,96,90,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-B01,R1007,205,96,0,CHIP RES 150 F 1/16W 0402
03B01M004-B01,R1921,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2772,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2095,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R597,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R905,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R499,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R513,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1614,205,96,0,CHIP RES 100K F 1/16W 0402
03B01M004-B01,R1083,205,96,90,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-B01,R291,205,96,90,CHIP RES 10 F 1/16W 0402
03B01M004-B01,R3356,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R1286,205,96,90,CHIP RES 100K F 1/16W 0402
03B01M004-B01,R1049,205,96,90,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R1664,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2778,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R108,205,96,90,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R495,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R624,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2783,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1907,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R536,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R3378,205,96,90,CHIP RES 51.1 F 1/16W 0402
03B01M004-B01,R683,205,96,90,CHIP RES 2K F 1/16W 0402
03B01M004-B01,R279,205,96,90,CHIP RES 240 F 1/16W 0402
03B01M004-B01,R1040,205,96,0,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R1675,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R11,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R995,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1350,205,96,90,CHIP RES SMD 0402 4.99K F 1/16W
03B01M004-B01,R1548,205,96,0,CHIP RESISTOR 22OHM F 1/16W 0402
03B01M004-B01,R649,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R368,205,96,90,CHIP RES 150 F 1/16W 0402
03B01M004-B01,R2365,205,96,90,CHIP RES 8.2K F 1/16W 0402
03B01M004-B01,R488,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R480,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R3364,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R954,205,96,0,CHIP RES 200 F 1/16W 0402
03B01M004-B01,R808,205,96,90,CHIP RES SMD 0402 4.99K F 1/16W
03B01M004-B01,R2248,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R194,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R514,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R140,205,96,90,CHIP RES 240 F 1/16W 0402
03B01M004-B01,R3361,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R1568,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1681,205,96,90,CHIP RES 100K F 1/16W 0402
03B01M004-B01,R553,205,96,90,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R612,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R118,205,96,90,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R1068,205,96,0,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R2028,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R82,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R509,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1861,205,96,90,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R2949,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3381,205,96,90,CHIP RES 51.1 F 1/16W 0402
03B01M004-B01,R207,205,96,90,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R2487,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1685,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R1003,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R2590,205,96,90,CHIP RES 53.6K F 1/16W 0402
03B01M004-B01,R930,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3263,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3377,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R325,205,96,90,CHIP RES 64.9 F 1/16W 0402
03B01M004-B01,R1402,205,96,0,CHIP RES SMD 0402 4.99K F 1/16W
03B01M004-B01,R2951,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R2153,205,96,90,CHIP RES SMD 0402 4.99K F 1/16W
03B01M004-B01,R451,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R3264,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R455,205,96,90,CHIP RES 1K B 1/16W 0402 THIN TC
03B01M004-B01,R2100,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1066,205,96,0,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R3358,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R137,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R1964,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R632,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R979,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R2460,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R959,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1969,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1912,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R988,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R630,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R2244,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1644,205,96,90,CHIP RESISTOR 22OHM F 1/16W 0402
03B01M004-B01,R3351,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R1646,205,96,0,CHIP RES 150 F 1/16W 0402
03B01M004-B01,R3081,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R371,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R482,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R1640,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2256,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1379,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3352,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R441,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R1190,205,96,0,CHIP RES 100K F 1/16W 0402
03B01M004-B01,R45,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1435,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1871,205,96,90,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R1432,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1965,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R193,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R2622,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R732,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R3046,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1249,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R503,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R83,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R294,205,96,90,CHIP RES 240 F 1/16W 0402
03B01M004-B01,R2789,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R914,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R225,205,96,90,CHIP RES 49.9 F 1/16W 0402
03B01M004-B01,R1185,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R623,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-B01,R2055,205,96,0,CHIP RES 100K F 1/16W 0402
03B01M004-B01,R886,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R357,205,96,90,CHIP RES 75 F 1/16W 0402
03B01M004-B01,R838,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1204,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R572,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R3058,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R987,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R975,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R573,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R927,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1979,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R1449,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2479,205,96,0,CHIP RES 2K F 1/16W 0402
03B01M004-B01,R491,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R831,205,96,90,CHIP RES SMD 0402 4.99K F 1/16W
03B01M004-B01,R445,205,96,0,CHIP RES 169 F 1/16W 0402
03B01M004-B01,R2852,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R658,205,96,0,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R52,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R94,205,96,0,CHIP RES 90.9 F 1/16W 0402
03B01M004-B01,R782,205,96,0,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R1594,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2592,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R81,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R2627,205,96,90,CHIP RES 100K F 1/16W 0402
03B01M004-B01,R438,205,96,90,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R1017,205,96,90,CHIP RESISTOR 2.2K F 1/16W 0402
03B01M004-B01,R1120,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2225,205,96,0,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R1157,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1616,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2774,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R2767,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R2681,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R505,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R588,205,96,0,CHIP RES 1M F 1/16W 0402
03B01M004-B01,R956,205,96,90,CHIP RES 33 F 1/16W 0402
03B01M004-B01,R1631,205,96,0,CHIP RES 300 J 1/16W 0402
03B01M004-B01,R3035,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R586,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R1024,205,96,0,CHIP RES 240 F 1/16W 0402
03B01M004-B01,R920,205,96,90,CHIP RES 1K F 1/16W 0402
03B01M004-B01,R1922,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R569,205,96,90,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R1198,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1558,205,96,90,CHIP RES 10 F 1/16W 0402
03B01M004-B01,R650,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R315,205,96,0,CHIP RES 402 1/16W F 0402
03B01M004-B01,R1059,205,96,0,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R2158,205,96,0,CHIP RES SMD 0402 4.99K F 1/16W
03B01M004-B01,R487,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R916,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3026,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R1186,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R5,205,96,0,CHIP RES 10K F 1/16W 0402
03B01M004-B01,R1308,205,96,0,CHIP RES 10 F 1/16W 0402
03B01M004-B01,R1650,205,96,90,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3366,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1103,205,96,90,CHIP RES 300 J 1/16W 0402
03B01M004-B01,R2516,205,96,0,CHIP RES 402 1/16W F 0402
03B01M004-B01,R766,205,96,0,CHIP RES 100 F 1/16W 0402
03B01M004-B01,R498,205,96,0,CHIP RESISTOR 0 F 1/16W 0402
03B01M004-B01,R3281,205,96,90,CHIP RES 42.2 F 1/16W 0402
03B01M004-B01,R2770,205,96,90,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R3289,205,96,0,CHIP RES 4.7K F 1/16W 0402
03B01M004-B01,R1065,205,96,90,CHIP RES 120 J 1/16W 0402
03B01M004-B01,R1203,205,96,0,CHIP RES 4.7K F 1/16W 0402
