kb_model,location,roi_height,roi_width,angle,description
03B01M004-B01,C767,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C688,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2429,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C1802,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2174,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1649,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2093,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1133,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2430,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2431,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2981,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C559,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-B01,C1012,295,130,90,CHIP CAP C 4.7U 6.3V K0603 X5R
03B01M004-B01,C187,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2416,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C725,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1029,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2490,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C199,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C94,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2044,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2982,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C663,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C2619,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2211,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2493,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1641,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1196,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1127,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2518,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1752,460,245,0,CHIP CAP C 47U 6.3V M1206 X5R
03B01M004-B01,C1996,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1192,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2657,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C741,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C1481,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2717,460,245,0,CHIP CAP 22U 16V M1206 X7R
03B01M004-B01,C692,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C706,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C1082,295,130,0,CHIP CAP C 4.7U 6.3V K0603 X5R
03B01M004-B01,C1665,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2538,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2753,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C203,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C144,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1609,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C986,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C1677,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1610,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C1966,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2053,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1188,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C188,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C680,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C198,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C49,295,130,90,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C2084,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2019,295,130,0,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2607,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2725,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2233,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2402,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1111,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1021,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C676,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C1673,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1705,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2121,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C733,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2212,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2503,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2489,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C759,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2046,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2061,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2983,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1037,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2125,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C44,295,130,90,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C2729,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2521,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2417,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2260,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C755,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2012,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1166,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1734,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C756,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2719,460,245,0,CHIP CAP 22U 16V M1206 X7R
03B01M004-B01,C694,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2128,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2625,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2020,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1189,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2279,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2638,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C197,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C1621,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2075,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2720,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1123,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C1173,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C256,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1565,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C2507,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2134,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C713,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C1128,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C727,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C2161,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C213,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C31,295,130,90,CHIP CAP C 47U 6.3V M0603 X5R
03B01M004-B01,C2488,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C773,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C1736,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C655,295,130,90,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C2214,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2069,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C133,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2280,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2502,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2597,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C128,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2554,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2251,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2466,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C119,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2086,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2517,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C228,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1979,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C1968,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2249,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1647,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2346,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C1799,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1980,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2516,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C1623,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2248,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1165,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C714,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C2415,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C1439,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2728,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2593,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2172,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1475,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2231,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C762,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2352,460,245,0,CHIP CAP C 47U 6.3V M1206 X5R
03B01M004-B01,C225,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1992,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C736,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2305,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1197,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C122,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1118,295,130,90,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C1664,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1708,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C61,460,245,90,CHIP CAP C 1000P 2KV K1206 X7R
03B01M004-B01,C1981,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C148,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C1636,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2730,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2347,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C257,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C723,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1676,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1202,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2620,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2250,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C613,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-B01,C1696,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C170,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1709,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2275,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1652,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C545,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-B01,C189,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C1576,295,130,90,CHIP CAP C 4.7U 6.3V K0603 X5R
03B01M004-B01,C2332,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2119,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C739,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C329,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-B01,C2403,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1446,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C139,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2068,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2353,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1564,295,130,90,CHIP CAP C 4.7U 6.3V K0603 X5R
03B01M004-B01,C780,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C2752,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C683,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C710,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C2246,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1550,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C1656,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1022,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1766,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2451,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C224,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C132,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C685,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C1672,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1648,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2319,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C115,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C1700,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2304,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2522,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2449,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2606,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1975,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C167,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2401,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C145,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2621,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C169,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1939,295,130,0,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C664,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C1438,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2262,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2120,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1482,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1566,295,130,90,CHIP CAP C 4.7U 6.3V K0603 X5R
03B01M004-B01,C1701,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2731,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1634,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2277,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1474,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C126,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C656,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C1704,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2605,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2278,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2165,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1689,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2320,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1608,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C255,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C708,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C696,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2213,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2306,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1476,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2611,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2013,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2370,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2021,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C127,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C454,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C626,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-B01,C40,295,130,90,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C1015,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C410,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-B01,C1201,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C166,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1193,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2057,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2122,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1645,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C672,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C1575,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C2754,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C1941,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2721,460,245,0,CHIP CAP 22U 16V M1206 X7R
03B01M004-B01,C1551,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C1735,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1169,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2354,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1946,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C764,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2073,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C687,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C1650,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2177,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2592,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2531,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C1668,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2591,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C1737,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2318,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C1680,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2985,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1030,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1628,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1753,460,245,0,CHIP CAP C 47U 6.3V M1206 X5R
03B01M004-B01,C1994,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1765,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C3034,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1185,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1693,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C586,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-B01,C1692,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C138,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2709,295,130,0,CHIP CAP C 0.1U 50V K0603 X7R
