kb_model,location,roi_height,roi_width,angle,description
03B01M004-B01,C1053,295,130,0,CHIP CAP C 4.7U 6.3V K0603 X5R
03B01M004-B01,C599,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-B01,C709,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C137,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-B01,C2131,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C229,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1651,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1014,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C747,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2333,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1646,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1635,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-B01,C2063,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C704,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C1991,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C254,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2118,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C770,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C671,295,130,90,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-B01,C1669,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C212,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2247,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1170,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C1615,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2176,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1697,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C717,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2078,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C1990,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2723,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-B01,C2220,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C2351,460,245,0,CHIP CAP C 47U 6.3V M1206 X5R
03B01M004-B01,C2467,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-B01,C707,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-B01,C2722,460,245,0,CHIP CAP 22U 16V M1206 X7R
03B01M004-B01,C1036,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2334,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C1080,295,130,90,CHIP CAP C 4.7U 6.3V K0603 X5R
03B01M004-B01,C2504,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-B01,C2276,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C595,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1685,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C336,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C552,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C432,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1513,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C1663,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C2026,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2337,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1973,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1533,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C1167,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C216,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C343,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C2083,295,130,90,CHIP CAP C 0.047U 50V K0603 X7R
03B01M004-T01,C1115,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C1986,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1698,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C1907,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C2610,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2062,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C2110,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C746,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C743,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C1683,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C461,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C538,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1972,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2130,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2977,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C214,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C1749,460,245,0,CHIP CAP C 47U 6.3V M1206 X5R
03B01M004-T01,C2043,295,130,0,CHIP CAP C 1U 50V K0603 X5R
03B01M004-T01,C233,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C1923,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C1914,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C1889,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1915,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C313,420,210,90,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C516,420,210,90,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C361,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C985,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C574,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C1801,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C389,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1905,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C2223,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1747,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C238,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C1702,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C337,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C318,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C475,420,210,90,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C421,420,210,90,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C2455,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-T01,C520,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C616,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C608,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1781,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C716,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-T01,C2178,460,245,0,CHIP CAP 22U 16V M1206 X7R
03B01M004-T01,C1739,295,130,0,CHIP CAP C 1U 16V K0603 X7R
03B01M004-T01,C315,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1719,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C419,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1679,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C1832,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C417,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1684,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C95,295,130,0,CHIP CAP C 1U 16V K0603 X7R
03B01M004-T01,C564,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C404,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2116,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C547,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C445,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C731,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C1784,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C327,420,210,90,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C476,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C409,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2111,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C2216,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C211,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C1742,295,130,90,CHIP CAP C 2.2UF 16V K0603 X5R
03B01M004-T01,C605,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2066,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C388,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1674,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C569,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C511,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1788,460,245,0,CHIP CAP C 47U 6.3V M1206 X5R
03B01M004-T01,C699,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C518,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C15,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C1172,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C453,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C473,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2710,295,130,90,CHIP CAP C 1U 16V K0603 X7R
03B01M004-T01,C2494,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2355,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-T01,C414,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2533,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C1890,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C482,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1804,460,245,0,CHIP CAP C 47U 6.3V M1206 X5R
03B01M004-T01,C470,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1706,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C721,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2126,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C609,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C311,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2204,295,130,90,CHIP CAP C 0.1U 50V K0603 X7R
03B01M004-T01,C2624,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C39,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C477,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1924,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C542,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C405,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C242,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C416,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2970,460,245,0,CHIP CAP 22U 16V M1206 X7R
03B01M004-T01,C2421,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2225,460,245,0,CHIP CAP 22U 16V M1206 X7R
03B01M004-T01,C363,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2106,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C223,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C602,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1918,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1763,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C624,420,210,90,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C623,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C385,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C2107,420,210,0,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C3049,420,210,90,CHIP CAP 22U 16V M0805 X6S
03B01M004-T01,C1883,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C265,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C314,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C383,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C230,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C517,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2117,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C333,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2034,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C730,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-T01,C471,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C401,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1503,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C1885,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C227,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C2713,460,245,0,CHIP CAP 22U 16V M1206 X7R
03B01M004-T01,C2420,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2532,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C483,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C319,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1929,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C372,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C5521,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C1110,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C1720,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C2166,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C248,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C488,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C175,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C496,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C441,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C413,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C581,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C507,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C510,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2281,295,130,0,CHIP CAP C 1U 16V K0603 X5R
03B01M004-T01,C2224,460,245,0,CHIP CAP 22U 16V M1206 X7R
03B01M004-T01,C396,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2031,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C501,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2162,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-T01,C1785,460,245,0,CHIP CAP C 47U 6.3V M1206 X5R
03B01M004-T01,C1783,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C241,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C426,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1775,295,130,0,CHIP CAP C 1U 16V K0603 X7R
03B01M004-T01,C712,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-T01,C752,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C527,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1707,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C458,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C446,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2170,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1508,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C990,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C1203,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C437,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C251,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-T01,C2758,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C2761,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C593,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C540,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1998,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C568,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C606,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C429,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1721,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C2446,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C513,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2656,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C415,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C489,420,210,90,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C1896,420,210,0,CHIP CAP 22U 16V M0805 X6S
03B01M004-T01,C2169,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2011,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2038,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2979,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2006,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2048,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C352,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1920,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C63,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1800,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C374,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C267,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C504,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1843,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C355,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1958,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C534,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1902,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C1729,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C460,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C312,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2042,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1667,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C2000,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C532,420,210,0,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C323,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1699,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C596,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C571,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C524,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C539,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C590,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1947,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2015,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C348,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C310,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2440,460,245,0,CHIP CAP C 47U 6.3V M1206 X5R
03B01M004-T01,C2029,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2163,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-T01,C360,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C678,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C402,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2129,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C781,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C447,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C439,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C2030,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1951,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C335,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2142,295,130,90,CHIP CAP C 0.22U 25V K0603 X7R
03B01M004-T01,C622,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2643,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-T01,C749,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C1898,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C551,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C435,420,210,90,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C557,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1904,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C2406,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C711,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C779,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C221,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2070,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C529,420,210,90,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C2072,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2976,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2112,420,210,0,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C2218,420,210,0,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1731,295,130,0,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-T01,C758,295,130,0,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C580,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C1956,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C2972,460,245,90,CHIP CAP 22U 16V M1206 X7R
03B01M004-T01,C750,295,130,90,CHIP CAP C 22U 6.3V M0603 X6S
03B01M004-T01,C376,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C4,295,130,90,CHIP CAP C 10U 6.3V K0603 X5R
03B01M004-T01,C1796,295,130,90,CHIP CAP C 2.2UF 16V K0603 X5R
03B01M004-T01,C462,420,210,90,CHIP CAP C 10UF 6.3V K0805 X5R
03B01M004-T01,C2071,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C179,420,210,90,CHIP CAP C 10U 16V K0805 X5R
03B01M004-T01,C449,420,210,90,CHIP CAP C 47U 6.3V M0805 X5R
03B01M004-T01,C2114,420,210,90,CHIP CAP C 22UF 16V M0805 X6S
03B01M004-T01,C2168,420,210,90,CHIP CAP C 22U 6.3V K0805 X6S
03B01M004-T01,C1688,420,210,0,CHIP CAP C 47U 6.3V M0805 X5R
